epoch,acc,loss,val_acc,val_loss
37,0.9876561164855957,0.04341347888112068,0.963192880153656,0.19342973828315735
38,0.9887648820877075,0.03958877548575401,0.9619733691215515,0.21120138466358185
39,0.9896518588066101,0.032674189656972885,0.9596452116966248,0.21116334199905396
40,0.9835168719291687,0.05791393294930458,0.9644123911857605,0.18903733789920807
41,0.9810407161712646,0.07119007408618927,0.9550997614860535,0.23925164341926575
42,0.9821494817733765,0.06359913945198059,0.964634120464325,0.18352177739143372
43,0.9899105429649353,0.034964315593242645,0.9676274657249451,0.16921484470367432
44,0.986066997051239,0.049393344670534134,0.960753858089447,0.2130042463541031
45,0.9859930276870728,0.04874836653470993,0.9640797972679138,0.20504093170166016
46,0.9865843653678894,0.04653752222657204,0.9606429934501648,0.20218685269355774
47,0.9857343435287476,0.05421939864754677,0.9644123911857605,0.21183893084526062
48,0.9908714890480042,0.03221336379647255,0.9609755873680115,0.21893714368343353
49,0.9846256375312805,0.05594335123896599,0.9662970900535583,0.16694781184196472
50,0.9873974323272705,0.04541613906621933,0.9661862254142761,0.17385238409042358
51,0.9884692430496216,0.041618768125772476,0.9610864520072937,0.1917722523212433
52,0.9822973012924194,0.06881503760814667,0.9512194991111755,0.23732157051563263
53,0.9852169156074524,0.051292356103658676,0.9729490280151367,0.150641068816185
54,0.9927193522453308,0.02534106746315956,0.975055456161499,0.14814698696136475
55,0.9920541048049927,0.027476901188492775,0.9720621109008789,0.15972083806991577
56,0.9897257685661316,0.03637368977069855,0.9644123911857605,0.17951425909996033
57,0.9863995909690857,0.04609427601099014,0.9565410017967224,0.24295145273208618
58,0.9877670407295227,0.041411880403757095,0.9695122241973877,0.18543453514575958
59,0.989947497844696,0.037566084414720535,0.9638580679893494,0.19630464911460876
60,0.9920910596847534,0.024918677285313606,0.9728381633758545,0.1701033115386963
61,0.9920910596847534,0.02834738790988922,0.9689579010009766,0.180323988199234
62,0.9854756593704224,0.04928981885313988,0.9696230888366699,0.18572945892810822
63,0.9881365895271301,0.04174397140741348,0.9659644961357117,0.2036283016204834
64,0.9863995909690857,0.0463966466486454,0.9668514132499695,0.20132984220981598
65,0.9876931309700012,0.04592324048280716,0.964190661907196,0.22892716526985168
66,0.9897257685661316,0.0367567352950573,0.9574279189109802,0.2340119630098343
67,0.9861409068107605,0.057476580142974854,0.9617516398429871,0.2120610922574997
68,0.9860299825668335,0.050747476518154144,0.9608647227287292,0.2306230068206787
69,0.9928671717643738,0.024862801656126976,0.9710643291473389,0.16890716552734375
70,0.9913888573646545,0.0319366529583931,0.9579822421073914,0.24448740482330322
71,0.9897996783256531,0.03680917248129845,0.9623059630393982,0.2343512624502182
72,0.9887279272079468,0.044577062129974365,0.973059892654419,0.17108774185180664
73,0.9930889010429382,0.02264811284840107,0.970177412033081,0.18835537135601044
74,0.9903910160064697,0.0348438061773777,0.9665188193321228,0.20098869502544403
75,0.9850321412086487,0.05820978060364723,0.9585365653038025,0.2454407662153244
76,0.9923497438430786,0.027003932744264603,0.9719512462615967,0.17429682612419128
77,0.991462767124176,0.029851822182536125,0.9669622778892517,0.2039813995361328
78,0.9936432838439941,0.023462483659386635,0.9670731425285339,0.21224279701709747
79,0.9857343435287476,0.05232996121048927,0.9613081812858582,0.23417313396930695
80,0.9873974323272705,0.04920864477753639,0.9676274657249451,0.18097269535064697
81,0.9878779053688049,0.04721135273575783,0.9638580679893494,0.21058610081672668
82,0.9898366332054138,0.03802019730210304,0.9725055694580078,0.16705459356307983
83,0.9944563508033752,0.020307231694459915,0.97062087059021,0.17093525826931
84,0.9934215545654297,0.023570561781525612,0.9690687656402588,0.2024710476398468
85,0.9926823973655701,0.02593483217060566,0.9729490280151367,0.18892349302768707
86,0.9876561164855957,0.04823068156838417,0.9585365653038025,0.25158005952835083
87,0.9890605211257935,0.03957303985953331,0.9576496481895447,0.27907684445381165
88,0.9921280145645142,0.027972260490059853,0.9728381633758545,0.16856469213962555
89,0.9880626797676086,0.04245156794786453,0.9603103995323181,0.23418539762496948
90,0.9924976229667664,0.02866450324654579,0.964190661907196,0.22882962226867676
91,0.9913888573646545,0.030686398968100548,0.9655210375785828,0.22866037487983704
92,0.9913888573646545,0.030225006863474846,0.9667405486106873,0.2168530523777008
93,0.9898735880851746,0.038959160447120667,0.9654101729393005,0.22677378356456757
94,0.990501880645752,0.03575507923960686,0.9675166010856628,0.2058085948228836
95,0.9940868020057678,0.02144830860197544,0.965631902217865,0.20657016336917877
96,0.9839234352111816,0.06204823777079582,0.9732816219329834,0.16886287927627563
97,0.987619161605835,0.0485045462846756,0.9638580679893494,0.20942774415016174
98,0.9906127452850342,0.03562881052494049,0.9713969230651855,0.19318626821041107
99,0.9931997656822205,0.022054126486182213,0.9712860584259033,0.17557677626609802
100,0.9923127889633179,0.0272708460688591,0.9627494215965271,0.24984461069107056
101,0.992978036403656,0.025449763983488083,0.9674057364463806,0.21079984307289124
102,0.9922388792037964,0.027971673756837845,0.9587582945823669,0.2730073034763336
103,0.9891344308853149,0.041312262415885925,0.9580931067466736,0.27744144201278687
104,0.989947497844696,0.036686547100543976,0.9678491950035095,0.20851005613803864
105,0.9891344308853149,0.03922474756836891,0.9649667143821716,0.21082548797130585
106,0.9923497438430786,0.029326152056455612,0.9657427668571472,0.21119582653045654
107,0.9892452955245972,0.0410013422369957,0.9560975432395935,0.25630199909210205
108,0.9866952300071716,0.04973065108060837,0.9694013595581055,0.1890515685081482
109,0.991610586643219,0.03258903697133064,0.9692904949188232,0.1854407787322998
110,0.9948259592056274,0.018482303246855736,0.9703991413116455,0.19056089222431183
111,0.9962672591209412,0.013595485128462315,0.97261643409729,0.19526049494743347
112,0.9909823536872864,0.034772634506225586,0.9596452116966248,0.2386845350265503
113,0.9905757904052734,0.03232652321457863,0.9568735957145691,0.26850855350494385
114,0.9902801513671875,0.03635183349251747,0.9690687656402588,0.1952441930770874
115,0.9910193085670471,0.0343649722635746,0.9616407752037048,0.2701682150363922
116,0.9910932183265686,0.03209925815463066,0.964190661907196,0.24681887030601501
117,0.9905388355255127,0.033245112746953964,0.9657427668571472,0.23727020621299744
118,0.9946780800819397,0.018058519810438156,0.9761641025543213,0.1796979010105133
119,0.9909453988075256,0.03534778952598572,0.9503325819969177,0.3018660843372345
120,0.9891344308853149,0.03995823860168457,0.9669622778892517,0.21769864857196808
121,0.991869330406189,0.03079650178551674,0.9639689326286316,0.23777662217617035
122,0.991462767124176,0.03144160658121109,0.9630820155143738,0.2554747462272644
123,0.9881365895271301,0.044366274029016495,0.968070924282074,0.2097461074590683
124,0.9930519461631775,0.02602417953312397,0.9590908885002136,0.27793726325035095
125,0.9897996783256531,0.03814031556248665,0.9746119976043701,0.18031303584575653
126,0.9909453988075256,0.03251102566719055,0.9749445915222168,0.15698213875293732
127,0.9959346652030945,0.01378256268799305,0.9707317352294922,0.2038719654083252
128,0.9917954206466675,0.02954801917076111,0.9652993083000183,0.22812169790267944
129,0.9924606680870056,0.028577769175171852,0.9671840071678162,0.22388069331645966
130,0.9952694177627563,0.01709715463221073,0.9711751937866211,0.19742590188980103
131,0.9950476884841919,0.017072027549147606,0.9723947048187256,0.1767832189798355
132,0.9854017496109009,0.05573050305247307,0.9491130709648132,0.3224498927593231
133,0.9883952736854553,0.04316769167780876,0.9623059630393982,0.23580706119537354
134,0.987619161605835,0.047798674553632736,0.9569844603538513,0.28286147117614746
135,0.9903910160064697,0.03509813919663429,0.9650775790214539,0.23368220031261444
136,0.9932737350463867,0.023663770407438278,0.9684035181999207,0.22733980417251587
137,0.9912040829658508,0.034189194440841675,0.9688470363616943,0.21529889106750488
138,0.9905388355255127,0.03555462509393692,0.9709534645080566,0.18904860317707062
139,0.9955281019210815,0.017051545903086662,0.9713969230651855,0.21107937395572662
140,0.9951215982437134,0.016652904450893402,0.964634120464325,0.2413826733827591
141,0.991721510887146,0.02784576267004013,0.9737250804901123,0.1925542950630188
142,0.9949368238449097,0.01760268025100231,0.975055456161499,0.1807667464017868
143,0.9894301295280457,0.04345382750034332,0.962195098400116,0.26597151160240173
144,0.9917584657669067,0.03013785555958748,0.9575387835502625,0.27987954020500183
145,0.9878409504890442,0.04512764886021614,0.9759423732757568,0.17373056709766388
146,0.9945302605628967,0.021947115659713745,0.9700665473937988,0.20212411880493164
147,0.9958977103233337,0.014977172948420048,0.978492259979248,0.16220958530902863
148,0.9966738224029541,0.012545034289360046,0.9766075611114502,0.1758519411087036
149,0.9886170625686646,0.04702702909708023,0.9513303637504578,0.3122909367084503
150,0.9849582314491272,0.056607186794281006,0.9669622778892517,0.22378423810005188
151,0.9922758340835571,0.02850094623863697,0.9677383303642273,0.22408032417297363
152,0.9923866987228394,0.028553379699587822,0.9688470363616943,0.19234642386436462
153,0.9970433712005615,0.010319202207028866,0.9747228622436523,0.19036059081554413
154,0.9973390698432922,0.009326435625553131,0.9766075611114502,0.16542230546474457
155,0.9921649694442749,0.031788747757673264,0.9623059630393982,0.28394487500190735
156,0.9896149039268494,0.037551842629909515,0.966629683971405,0.2350567877292633
157,0.9906497001647949,0.03598424047231674,0.9662970900535583,0.22272692620754242
158,0.9936802387237549,0.02516128495335579,0.9692904949188232,0.21535120904445648
159,0.9915366768836975,0.03233404457569122,0.9659644961357117,0.21229200065135956
160,0.990354061126709,0.03630750626325607,0.9710643291473389,0.18358197808265686
161,0.9942346215248108,0.019335372373461723,0.9688470363616943,0.21138368546962738
162,0.993384599685669,0.02407347410917282,0.9645232558250427,0.25404587388038635
163,0.9922758340835571,0.028764791786670685,0.9723947048187256,0.2121323198080063
164,0.9950846433639526,0.01629771664738655,0.9713969230651855,0.22200557589530945
165,0.9922758340835571,0.02764308638870716,0.9626385569572449,0.26962077617645264
166,0.9930149912834167,0.02568148635327816,0.959756076335907,0.2797904908657074
167,0.9946780800819397,0.01966397650539875,0.9549888968467712,0.3539798855781555
168,0.9885061979293823,0.04885545000433922,0.9686252474784851,0.22604627907276154
169,0.9927193522453308,0.02662486396729946,0.9709534645080566,0.2444106638431549
170,0.9948998689651489,0.01873941533267498,0.9705100059509277,0.2194657325744629
171,0.9958977103233337,0.014760873280465603,0.9688470363616943,0.2396746426820755
172,0.9946041703224182,0.02061443030834198,0.9684035181999207,0.22618845105171204
173,0.994641125202179,0.020059704780578613,0.9696230888366699,0.21564188599586487
174,0.9923866987228394,0.026040107011795044,0.9699556827545166,0.21333540976047516
175,0.9951215982437134,0.018169021233916283,0.9709534645080566,0.22443708777427673
176,0.9924236536026001,0.029997453093528748,0.9699556827545166,0.2402423918247223
177,0.9961194396018982,0.014199907891452312,0.97161865234375,0.19828736782073975
178,0.994641125202179,0.020178072154521942,0.9731707572937012,0.2090163230895996
179,0.9904649257659912,0.038781147450208664,0.964634120464325,0.243116557598114
180,0.9925345778465271,0.028924956917762756,0.9668514132499695,0.26701462268829346
181,0.9914258122444153,0.032200343906879425,0.9667405486106873,0.22748760879039764
182,0.9958977103233337,0.015416353940963745,0.9709534645080566,0.20517303049564362
183,0.9951215982437134,0.017611611634492874,0.9737250804901123,0.197316974401474
184,0.9960455298423767,0.014423380605876446,0.9697339534759521,0.2318086475133896
185,0.9915366768836975,0.03293325752019882,0.9654101729393005,0.2724839746952057
186,0.9904279708862305,0.03829580545425415,0.9710643291473389,0.22818677127361298
187,0.9947150349617004,0.019066616892814636,0.9611973166465759,0.28014349937438965
188,0.993125855922699,0.024813394993543625,0.9675166010856628,0.21571452915668488
189,0.9903171062469482,0.03823372349143028,0.9688470363616943,0.22112010419368744
190,0.9945302605628967,0.01899077370762825,0.9719512462615967,0.21656888723373413
191,0.9919801950454712,0.03285951539874077,0.9652993083000183,0.23358704149723053
192,0.987619161605835,0.05192943662405014,0.9453436732292175,0.3957154452800751
193,0.9942715764045715,0.021194227039813995,0.9777162075042725,0.16279521584510803
194,0.99571293592453,0.0173299852758646,0.9728381633758545,0.19927793741226196
195,0.9954911470413208,0.016903478652238846,0.9756097793579102,0.15931761264801025
196,0.9905388355255127,0.03847378119826317,0.9660753607749939,0.24100913107395172
197,0.9933476448059082,0.025734402239322662,0.9638580679893494,0.25221672654151917
198,0.9933106899261475,0.02667885459959507,0.9699556827545166,0.21268461644649506
199,0.9932737350463867,0.02515570819377899,0.9677383303642273,0.2259656935930252
